pct,chemical,chemical_code,total_items,total_tabs_caps
08T,Clobazam,040801060,1111,38906
00R,Bezafibrate,0212000D0,1166,38906
09J,Lacosamide,0408010AH,729,38905
00R,Phenobarbital,0408010N0,840,38903
09H,Sumatriptan Succinate,0407041T0,3670,38893
01C,Nefopam Hydrochloride,0407010P0,511,38887
08A,Nitrazepam,0401010R0,1138,38886
05V,Zolpidem Tartrate,0401010Y0,1634,38884
08T,Ivabradine,0206030Y0,1048,38880
02A,Telmisartan,0205052Q0,1123,38878
07M,Lofepramine Hydrochloride,0403010R0,581,38877
09E,Valsartan,0205052V0,787,38871
04Y,Alogliptin/Metformin,0601023AJ,539,38864
09J,Desmopressin Acetate,0605020E0,636,38864
RFR,Paracetamol,0407010H0,333,38853
03M,Tibolone,0604011Y0,932,38850
15N,Trimipramine Maleate,0403010Y0,766,38848
09H,Glimepiride,0601021A0,1129,38842
99E,Progesterone,0604012S0,491,38842
02P,Imipramine Hydrochloride,0403010N0,678,38841
03V,Nitrazepam,0401010R0,1232,38820
03Q,Lacidipine,0206020K0,1243,38810
09Y,Saxagliptin,0601023AC,938,38808
07N,Hydralazine Hydrochloride,0205010J0,738,38801
02T,Zuclopenthixol Hydrochloride,0402010T0,363,38800
05V,Fludrocortisone Acetate,0603010I0,961,38794
08J,Rivastigmine,0411000E0,1416,38788
01Y,Levodopa/Carbidopa/Entacapone,0409010X0,350,38782
01G,Propantheline Bromide,0102000Y0,380,38777
08J,Ranolazine,0206030Z0,780,38776
07N,Moxonidine,0205020M0,1046,38773
06T,Co-Amilozide (Amiloride HCl/Hydchloroth),0202040C0,1274,38772
04V,Lacosamide,0408010AH,695,38766
00D,Lacosamide,0408010AH,766,38759
99E,Rivastigmine,0411000E0,685,38757
12D,Amisulpride,0402010A0,1118,38757
08H,Trihexyphenidyl Hydrochloride,0409020C0,735,38755
09P,Chlorpromazine Hydrochloride,0402010D0,717,38755
08W,Amiodarone Hydrochloride,0203020D0,1101,38751
15E,Memantine Hydrochloride,0411000G0,1217,38744
09N,Nitrazepam,0401010R0,957,38743
01W,Saxagliptin,0601023AC,1294,38741
99E,Clobazam,040801060,716,38739
01A,Oxcarbazepine,0408010D0,498,38738
06K,Naftidrofuryl Oxalate,0206040AE,555,38735
06A,Medroxyprogesterone Acetate,0604012M0,671,38733
05A,Amiloride Hydrochloride,0202030C0,934,38727
08H,Clobazam,040801060,695,38723
07J,Methylcellulose,0106010H0,252,38717
09A,Pioglitazone Hydrochloride,0601023B0,1606,38714
08K,Midodrine Hydrochloride,0207020Y0,642,38714
01H,Ondansetron Hydrochloride,0406000S0,1190,38709
NR5,Risperidone,040201030,846,38707
01X,Telmisartan,0205052Q0,1022,38706
08K,Haloperidol,0402010J0,2021,38705
00V,Oestrogens Conjugated,0604011P0,468,38703
07H,Glyceryl Trinitrate,0206010F0,387,38700
02M,Lacosamide,0408010AH,972,38697
NR5,Sertraline Hydrochloride,0403030Q0,1286,38694
03D,Clomipramine Hydrochloride,0403010F0,606,38692
09D,Imipramine Hydrochloride,0403010N0,380,38689
05Q,Clobazam,040801060,1060,38682
15D,Acamprosate Calcium,0410010A0,291,38682
07V,Rivastigmine,0411000E0,1030,38671
08G,Desmopressin Acetate,0605020E0,385,38665
02Y,Repaglinide,0601023R0,356,38663
02T,Zolpidem Tartrate,0401010Y0,1534,38661
11J,Isosorbide Dinitrate,0206010I0,642,38657
06V,Eplerenone,0202030X0,1476,38654
08T,Zonisamide,0408010AD,789,38648
08J,Levodopa/Carbidopa/Entacapone,0409010X0,518,38647
02A,Metoprolol Tartrate,0204000K0,882,38643
06F,Trihexyphenidyl Hydrochloride,0409020C0,731,38641
08G,Acamprosate Calcium,0410010A0,351,38638
99E,Estradiol Valerate,0604011K0,453,38637
05R,Lacosamide,0408010AH,616,38629
09D,Haloperidol,0402010J0,1318,38622
05R,Telmisartan,0205052Q0,1171,38619
00D,Amiloride Hydrochloride,0202030C0,1567,38619
06P,Alogliptin/Metformin,0601023AJ,455,38612
08R,Dapagliflozin/Metformin,0601023AL,487,38612
05D,Valproic Acid,0402030Q0,744,38611
08G,Labetalol Hydrochloride,0204000I0,418,38607
09N,Clomipramine Hydrochloride,0403010F0,456,38607
15N,Propylthiouracil,0602020N0,408,38604
09F,Buspirone Hydrochloride,0401020B0,832,38601
10A,Ondansetron Hydrochloride,0406000S0,941,38600
08K,Zuclopenthixol Hydrochloride,0402010T0,357,38600
04E,Moxonidine,0205020M0,1112,38599
02X,Desmopressin Acetate,0605020E0,809,38594
02X,Zolpidem Tartrate,0401010Y0,1656,38587
09Y,Naftidrofuryl Oxalate,0206040AE,248,38584
05A,Liothyronine Sodium,0602010M0,911,38581
04E,Phenobarbital,0408010N0,659,38580
08R,Ranolazine,0206030Z0,1071,38571
02E,Metoprolol Tartrate,0204000K0,691,38570
03N,Bromocriptine,0607010B0,476,38569
05N,Midodrine Hydrochloride,0207020Y0,624,38564
07T,Ropinirole Hydrochloride,0409010H0,763,38562
05N,Medroxyprogesterone Acetate,0604012M0,621,38556
03M,Lithium Carbonate,0402030K0,1388,38554
06W,Dexamfetamine Sulfate,0404000L0,522,38544
99K,Balsalazide Sodium,0105010D0,205,38544
02F,Rivastigmine,0411000E0,684,38543
10K,Clobazam,040801060,1114,38535
05C,Oxcarbazepine,0408010D0,338,38524
05F,Nitrazepam,0401010R0,1230,38505
09J,Atomoxetine Hydrochloride,0404000S0,1185,38505
07L,Oestrogens Conjugated,0604011P0,550,38500
08R,Zolpidem Tartrate,0401010Y0,1638,38500
09J,Prazosin Hydrochloride,0205040S0,719,38498
08W,Chlorpromazine Hydrochloride,0402010D0,1042,38496
05H,Clobazam,040801060,771,38493
07V,Lacosamide,0408010AH,838,38491
00K,Primidone,0408010U0,521,38489
02T,Ondansetron Hydrochloride,0406000S0,1201,38488
01Y,Ondansetron Hydrochloride,0406000S0,948,38486
15C,Isosorbide Dinitrate,0206010I0,1275,38482
04H,Rabeprazole Sodium,0103050T0,941,38479
09X,Medroxyprogesterone Acetate,0604012M0,616,38475
05V,Nitrazepam,0401010R0,1410,38468
00R,Estradiol Valerate,0604011K0,477,38462
05X,Oestrogens Conjugated,0604011P0,444,38459
04N,Fenofibrate,0212000P0,1182,38459
11N,Balsalazide Sodium,0105010D0,230,38448
10K,Primidone,0408010U0,410,38438
08L,Telmisartan,0205052Q0,731,38430
01A,Dexamfetamine Sulfate,0404000L0,255,38428
06N,Amiloride Hydrochloride,0202030C0,853,38425
02H,Balsalazide Sodium,0105010D0,238,38424
08D,Bezafibrate,0212000D0,1406,38423
03R,Trihexyphenidyl Hydrochloride,0409020C0,877,38419
03T,Amisulpride,0402010A0,1111,38418
07X,Naftidrofuryl Oxalate,0206040AE,654,38418
10C,Eplerenone,0202030X0,1089,38416
99K,Dexamethasone,0603020G0,1000,38415
04M,Ranolazine,0206030Z0,644,38411
02Q,Primidone,0408010U0,623,38405
04D,Rasagiline Mesilate,0409010Y0,1724,38404
03W,Haloperidol,0402010J0,971,38404
00C,Metoprolol Tartrate,0204000K0,1004,38399
09C,Norethisterone,0604012P0,800,38397
04E,Alverine Citrate,0102000A0,457,38391
04C,Acamprosate Calcium,0410010A0,365,38391
03M,Rabeprazole Sodium,0103050T0,1067,38388
07G,Levodopa/Carbidopa/Entacapone,0409010X0,401,38378
09A,Tibolone,0604011Y0,535,38373
01E,Rabeprazole Sodium,0103050T0,1036,38370
09X,Clobazam,040801060,829,38367
00N,Methyldopa,0205020H0,541,38365
09C,Carvedilol,020400080,745,38356
99E,Amisulpride,0402010A0,1212,38353
06H,Selegiline Hydrochloride,0409010T0,1277,38352
00N,Alverine Citrate,0102000A0,374,38348
04C,Propylthiouracil,0602020N0,402,38345
99H,Losartan Potassium With Diuretic,0205052P0,828,38340
10K,Rivastigmine,0411000E0,688,38338
01J,Lacidipine,0206020K0,1197,38332
04M,Temazepam,0401010T0,1312,38318
01R,Metoprolol Tartrate,0204000K0,659,38317
06A,Ranolazine,0206030Z0,850,38316
03N,Buspirone Hydrochloride,0401020B0,602,38315
07V,Entacapone,0409010V0,573,38310
08K,Pramipexole,0409010W0,580,38308
11J,Buprenorphine,0407020B0,471,38304
07X,Clomipramine Hydrochloride,0403010F0,582,38293
01R,Rasagiline Mesilate,0409010Y0,1374,38289
02T,Estradiol Valerate,0604011K0,424,38287
10J,Dutasteride,0604020B0,1258,38284
01D,Metformin Hydrochloride/Sitagliptin,0601023AD,573,38278
01F,Bezafibrate,0212000D0,934,38278
00L,Sulpiride,0402010U0,977,38277
03K,Imipramine Hydrochloride,0403010N0,521,38276
00J,Phenobarbital,0408010N0,1104,38276
09D,Bezafibrate,0212000D0,1001,38274
07T,Pizotifen Malate,0407042Q0,572,38271
99M,Linagliptin/Metformin,0601023AF,443,38262
08E,Pramipexole,0409010W0,580,38261
02D,Fenofibrate,0212000P0,1326,38260
02F,Desmopressin Acetate,0605020E0,667,38254
14Y,Nefopam Hydrochloride,0407010P0,410,38251
07P,Phenobarbital,0408010N0,566,38242
02F,Dexamethasone,0603020G0,827,38236
09C,Procyclidine Hydrochloride,0409020S0,603,38236
01K,Dexamfetamine Sulfate,0404000L0,315,38232
05W,Fluvastatin Sodium,0212000M0,1167,38223
11J,Acenocoumarol,0208020H0,290,38220
99A,Co-Tenidone (Atenolol/Chlortalidone),020400040,1039,38213
99F,Estradiol Valerate,0604011K0,382,38212
01A,Telmisartan,0205052Q0,1157,38211
10R,Haloperidol,0402010J0,826,38209
07R,Zonisamide,0408010AD,506,38197
11N,Ethosuximide,0408010I0,334,38196
04F,Nitrazepam,0401010R0,1432,38195
07G,Varenicline Tartrate,0410020C0,1608,38194
00V,Domperidone,0406000J0,656,38194
03Q,Acamprosate Calcium,0410010A0,341,38186
03V,Ropinirole Hydrochloride,0409010H0,840,38178
08N,Alverine Citrate,0102000A0,554,38174
08D,Dexamfetamine Sulfate,0404000L0,335,38168
01V,Norethisterone,0604012P0,714,38163
02H,Dexamethasone,0603020G0,893,38161
07H,Dexamethasone,0603020G0,943,38160
00R,Sumatriptan Succinate,0407041T0,4488,38156
11A,Lacosamide,0408010AH,636,38150
11J,Naratriptan Hydrochloride,0407041M0,3328,38150
01C,Domperidone,0406000J0,654,38149
10Q,Lisdexamfetamine Dimesylate,0404000U0,1293,38146
15C,Vortioxetine,0403040AB,1796,38146
02M,Galantamine,0411000F0,1723,38137
00M,Modafinil,0404000R0,576,38130
12F,Rivastigmine,0411000E0,642,38128
03N,Prucalopride,0106070A0,1363,38127
15N,Galantamine,0411000F0,1393,38123
99F,Telmisartan,0205052Q0,719,38121
03A,Vildagliptin,0601023AA,804,38112
15A,Lisdexamfetamine Dimesylate,0404000U0,1333,38111
04D,Amantadine Hydrochloride,0409010B0,916,38109
02N,Imipramine Hydrochloride,0403010N0,523,38108
01V,Oestrogens Conjugated,0604011P0,454,38105
01H,Telmisartan,0205052Q0,1089,38105
10V,Amiloride Hydrochloride,0202030C0,884,38101
00X,Phenobarbital,0408010N0,548,38098
02X,Sulpiride,0402010U0,857,38098
99K,Zonisamide,0408010AD,486,38096
00X,Varenicline Tartrate,0410020C0,1336,38087
07X,Estradiol,0604011G0,515,38079
08L,Desmopressin Acetate,0605020E0,491,38070
01R,Tibolone,0604011Y0,567,38070
07K,Amisulpride,0402010A0,921,38066
11J,Losartan Potassium With Diuretic,0205052P0,940,38066
01A,Melatonin,0401010AD,592,38064
08E,Clomipramine Hydrochloride,0403010F0,623,38054
09A,Ropinirole Hydrochloride,0409010H0,741,38050
08C,Valsartan,0205052V0,993,38050
09L,Bezafibrate,0212000D0,793,38044
07M,Captopril,0205051F0,530,38035
04Y,Metoprolol Tartrate,0204000K0,810,38030
10Q,Prucalopride,0106070A0,1190,38029
03R,Modafinil,0404000R0,458,38027
11N,Glimepiride,0601021A0,1220,38023
15N,Methylcellulose,0106010H0,297,38017
03K,Melatonin,0401010AD,977,38010
04L,Rabeprazole Sodium,0103050T0,793,38003
11E,Carvedilol,020400080,972,38001
99M,Rivastigmine,0411000E0,643,37992
02T,Tibolone,0604011Y0,584,37989
RQ3,Methylphenidate Hydrochloride,0404000M0,730,37987
00L,Hydralazine Hydrochloride,0205010J0,690,37982
03V,Pizotifen Malate,0407042Q0,851,37982
06W,Dipyridamole,0209000L0,433,37980
09H,Estradiol Valerate,0604011K0,445,37973
99C,Valsartan,0205052V0,877,37968
02Q,Oestrogens Conjugated,0604011P0,487,37964
06K,Zolmitriptan,0407041Z0,3840,37961
10J,Moxonidine,0205020M0,803,37956
08Q,Desmopressin Acetate,0605020E0,525,37952
10X,Valproic Acid,0402030Q0,715,37947
99M,Alogliptin,0601023AK,1298,37947
99E,Buspirone Hydrochloride,0401020B0,629,37945
04E,Zolpidem Tartrate,0401010Y0,1617,37941
99D,Sodium Cromoglicate,0105040A0,53,37940
09X,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,809,37922
99H,Haloperidol,0402010J0,851,37921
04H,Temazepam,0401010T0,1409,37920
01E,Midodrine Hydrochloride,0207020Y0,504,37918
03V,Lithium Carbonate,0402030K0,797,37908
02R,Estradiol Valerate,0604011K0,376,37903
02A,Raloxifene Hydrochloride,0604011X0,954,37902
08N,Dabigatran Etexilate,0208020X0,593,37898
11M,Metformin Hydrochloride/Vildagliptin,0601023Z0,591,37894
04N,Ranolazine,0206030Z0,648,37893
08M,Clomipramine Hydrochloride,0403010F0,718,37891
10E,Dipyridamole,0209000L0,516,37884
10E,Nebivolol,0204000AB,1050,37870
02Y,Labetalol Hydrochloride,0204000I0,507,37867
04N,Sumatriptan Succinate,0407041T0,4413,37866
05L,Perindopril Arginine with Diuretic,0205051Z0,740,37860
07P,Zonisamide,0408010AD,770,37860
01D,Labetalol Hydrochloride,0204000I0,526,37851
11N,Rizatriptan,0407041R0,4359,37849
10E,Valsartan,0205052V0,858,37845
09C,Bezafibrate,0212000D0,979,37844
15C,Metformin Hydrochloride/Pioglitazone,0601023W0,572,37842
08E,Moxonidine,0205020M0,647,37842
03F,Progesterone,0604012S0,909,37836
10Q,Galantamine,0411000F0,2275,37834
RTQ,Quetiapine,0402010AB,1776,37831
00L,Amiloride Hydrochloride,0202030C0,1273,37828
03N,Ethosuximide,0408010I0,341,37828
05Y,Clonidine Hydrochloride,0205020E0,409,37827
08Q,Telmisartan,0205052Q0,1038,37822
04M,Moxonidine,0205020M0,857,37817
06P,Methyldopa,0205020H0,356,37816
08G,Oxycodone HCl/Naloxone HCl,0407020AF,704,37804
09Y,Labetalol Hydrochloride,0204000I0,416,37802
08D,Rivastigmine,0411000E0,1643,37793
08E,Lacidipine,0206020K0,1060,37792
08C,Amiodarone Hydrochloride,0203020D0,1881,37789
09Y,Oxazepam,0401020T0,982,37783
06H,Risedronate Sodium,0606020R0,7440,37783
04Q,Canagliflozin,0601023AM,1271,37780
00V,Sacubitril/Valsartan,0205052AE,654,37776
03N,Atomoxetine Hydrochloride,0404000S0,1034,37765
RL4,Prednisolone,0603020T0,917,37763
05L,Atomoxetine Hydrochloride,0404000S0,1196,37755
99K,Telmisartan with Diuretic,0205052R0,1177,37751
08Q,Dipyridamole,0209000L0,551,37748
04N,Alverine Citrate,0102000A0,440,37746
02Q,Orlistat,0405010P0,429,37744
08Q,Fludrocortisone Acetate,0603010I0,1351,37743
05F,Phenobarbital,0408010N0,647,37737
05T,Amantadine Hydrochloride,0409010B0,984,37723
03H,Olmesartan Medoxomil,0205052B0,1406,37716
06P,Phenobarbital,0408010N0,498,37714
10A,Nitrazepam,0401010R0,1385,37702
00N,Amisulpride,0402010A0,1007,37699
08F,Naftidrofuryl Oxalate,0206040AE,530,37684
02F,Midodrine Hydrochloride,0207020Y0,531,37681
99J,Vildagliptin,0601023AA,811,37678
04K,Rabeprazole Sodium,0103050T0,805,37675
02P,Labetalol Hydrochloride,0204000I0,489,37671
09L,Phenobarbital,0408010N0,628,37666
07N,Oxcarbazepine,0408010D0,448,37663
05T,Rasagiline Mesilate,0409010Y0,1386,37661
01F,Chlorpromazine Hydrochloride,0402010D0,968,37647
00C,Fludrocortisone Acetate,0603010I0,1619,37641
04F,Oxcarbazepine,0408010D0,513,37640
01R,Estradiol Valerate,0604011K0,438,37632
06Q,Hydralazine Hydrochloride,0205010J0,770,37632
07G,Methyldopa,0205020H0,580,37631
00X,Nefopam Hydrochloride,0407010P0,421,37628
01C,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,1269,37625
08K,Phenobarbital,0408010N0,419,37622
15C,Rizatriptan,0407041R0,3717,37621
09G,Buprenorphine,0407020B0,401,37621
08H,Memantine Hydrochloride,0411000G0,1221,37619
02G,Temazepam,0401010T0,1407,37618
00D,Labetalol Hydrochloride,0204000I0,656,37611
02H,Atomoxetine Hydrochloride,0404000S0,1152,37610
99H,Propafenone Hydrochloride,0203020R0,315,37603
05N,Glyceryl Trinitrate,0206010F0,375,37600
02W,Ursodeoxycholic Acid,0109010U0,455,37596
08W,Zonisamide,0408010AD,459,37594
08C,Eplerenone,0202030X0,1682,37592
04K,Melatonin,0401010AD,1026,37591
08C,Estradiol Valerate,0604011K0,372,37591
08W,Dutasteride,0604020B0,1075,37585
06D,Fenofibrate,0212000P0,888,37583
08E,Rivastigmine,0411000E0,1031,37576
06Q,Lofepramine Hydrochloride,0403010R0,863,37570
06F,Entacapone,0409010V0,346,37565
05Q,Phenobarbital,0408010N0,620,37558
07W,Captopril,0205051F0,545,37556
07G,Clomipramine Hydrochloride,0403010F0,569,37551
08H,Acamprosate Calcium,0410010A0,281,37546
00X,Chlorpromazine Hydrochloride,0402010D0,1028,37544
05J,Bezafibrate,0212000D0,794,37528
02X,Amantadine Hydrochloride,0409010B0,636,37520
10V,Lacidipine,0206020K0,882,37520
09A,Varenicline Tartrate,0410020C0,1253,37517
05C,Dexamethasone,0603020G0,1002,37516
04Y,Sumatriptan Succinate,0407041T0,3740,37513
01D,Telmisartan,0205052Q0,897,37511
07V,Repaglinide,0601023R0,501,37507
03M,Sotalol Hydrochloride,0204000T0,687,37495
07M,Co-Amilozide (Amiloride HCl/Hydchloroth),0202040C0,789,37493
99F,Amisulpride,0402010A0,875,37492
02P,Co-Tenidone (Atenolol/Chlortalidone),020400040,1161,37492
07R,Tibolone,0604011Y0,600,37492
03N,Aspirin,0407010B0,1284,37491
07G,Omega-3-Acid Ethyl Esters,0212000AB,699,37486
00V,Phenobarbital,0408010N0,515,37482
08K,Dutasteride,0604020B0,1546,37480
07Q,Ondansetron Hydrochloride,0406000S0,931,37475
99H,Imipramine Hydrochloride,0403010N0,332,37475
06L,Propantheline Bromide,0102000Y0,375,37472
07N,Midodrine Hydrochloride,0207020Y0,576,37472
02H,Propantheline Bromide,0102000Y0,279,37472
01K,Vortioxetine,0403040AB,1894,37470
13T,Aspirin,0407010B0,949,37467
04G,Empagliflozin/Metformin,0601023AR,705,37464
05T,Labetalol Hydrochloride,0204000I0,470,37460
03T,Flupentixol Hydrochloride,0403040F0,872,37457
02H,Imipramine Hydrochloride,0403010N0,470,37452
01E,Lacosamide,0408010AH,764,37444
01A,Dronedarone Hydrochloride,0203020X0,610,37434
05L,Propylthiouracil,0602020N0,402,37432
02E,Irbesartan with Diuretic,0205052A0,839,37427
08C,Hydralazine Hydrochloride,0205010J0,1139,37425
04E,Desmopressin Acetate,0605020E0,785,37421
00D,Trihexyphenidyl Hydrochloride,0409020C0,756,37421
00P,Midodrine Hydrochloride,0207020Y0,701,37419
07R,Amiodarone Hydrochloride,0203020D0,942,37415
15A,Budesonide,0105020A0,492,37412
10L,Phenobarbital,0408010N0,595,37407
09J,Amisulpride,0402010A0,1271,37406
99N,Sodium Cromoglicate,0105040A0,104,37404
15A,Modafinil,0404000R0,537,37403
02G,Nebivolol,0204000AB,1088,37401
10C,Tranexamic Acid,0211000P0,536,37401
01J,Zuclopenthixol Hydrochloride,0402010T0,303,37400
02P,Glyceryl Trinitrate,0206010F0,374,37400
09J,Oxazepam,0401020T0,740,37397
06K,Atomoxetine Hydrochloride,0404000S0,1128,37396
11E,Rabeprazole Sodium,0103050T0,910,37394
07P,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,1183,37393
07Y,Olmesartan Medoxomil,0205052B0,995,37388
08R,Rivastigmine,0411000E0,1289,37380
99J,Perindopril Arginine,0205051Y0,1187,37380
07L,Trazodone Hydrochloride,0403010X0,2144,37379
00C,Flecainide Acetate,0203020I0,423,37378
05F,Estradiol Valerate,0604011K0,466,37377
08F,Empagliflozin/Metformin,0601023AR,592,37372
03M,Dipyridamole,0209000L0,523,37372
10K,Olmesartan Medoxomil,0205052B0,754,37364
05C,Labetalol Hydrochloride,0204000I0,482,37360
05Y,Nitrazepam,0401010R0,1335,37359
05X,Estradiol Valerate,0604011K0,657,37354
04N,Valproic Acid,0402030Q0,657,37354
09G,Metformin Hydrochloride/Pioglitazone,0601023W0,564,37354
11J,Linagliptin/Metformin,0601023AF,572,37352
06P,Clonidine Hydrochloride,0205020E0,203,37346
06D,Sumatriptan Succinate,0407041T0,3728,37343
10X,Co-Amilozide (Amiloride HCl/Hydchloroth),0202040C0,684,37342
08M,Edoxaban,0208020AA,1856,37333
09Y,Ondansetron Hydrochloride,0406000S0,1029,37329
07K,Medroxyprogesterone Acetate,0604012M0,713,37329
05F,Sacubitril/Valsartan,0205052AE,669,37328
10A,Amisulpride,0402010A0,720,37324
06D,Levodopa/Carbidopa/Entacapone,0409010X0,284,37317
08W,Oestrogens Conjugated,0604011P0,582,37316
02T,Naftidrofuryl Oxalate,0206040AE,472,37315
00Q,Imipramine Hydrochloride,0403010N0,501,37311
01H,Medroxyprogesterone Acetate,0604012M0,763,37304
07W,Glyceryl Trinitrate,0206010F0,362,37300
10R,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,929,37299
00L,Amantadine Hydrochloride,0409010B0,903,37297
07R,Fenofibrate,0212000P0,717,37282
06Y,Canagliflozin,0601023AM,1242,37281
07L,Phenobarbital,0408010N0,506,37268
08Y,Oxcarbazepine,0408010D0,458,37264
08E,Progesterone,0604012S0,595,37263
09P,Nefopam Hydrochloride,0407010P0,367,37263
04V,Modafinil,0404000R0,527,37262
05N,Glimepiride,0601021A0,902,37261
00C,Rivastigmine,0411000E0,1477,37258
04E,Glimepiride,0601021A0,1086,37256
10Q,Edoxaban,0208020AA,1415,37255
05J,Amiodarone Hydrochloride,0203020D0,947,37254
05L,Midodrine Hydrochloride,0207020Y0,484,37251
03K,Nitrazepam,0401010R0,1557,37249
08F,Rasagiline Mesilate,0409010Y0,1137,37243
03H,Rasagiline Mesilate,0409010Y0,1635,37243
03E,Olmesartan Medoxomil,0205052B0,1217,37240
08F,Vildagliptin,0601023AA,596,37240
08L,Pioglitazone Hydrochloride,0601023B0,858,37239
00R,Pioglitazone Hydrochloride,0601023B0,1440,37235
00X,Rasagiline Mesilate,0409010Y0,1198,37235
15E,Cimetidine,0103010D0,558,37235
06Q,Prazosin Hydrochloride,0205040S0,318,37232
08T,Clomipramine Hydrochloride,0403010F0,883,37225
06T,Midodrine Hydrochloride,0207020Y0,522,37217
02F,Imipramine Hydrochloride,0403010N0,401,37216
08A,Trihexyphenidyl Hydrochloride,0409020C0,381,37215
00V,Valsartan,0205052V0,819,37212
10D,Fludrocortisone Acetate,0603010I0,1069,37209
99M,Omega-3-Acid Ethyl Esters,0212000AB,488,37208
13T,Lacidipine,0206020K0,1308,37205
03M,Sumatriptan Succinate,0407041T0,4154,37205
05C,Lofepramine Hydrochloride,0403010R0,598,37204
01A,Glyceryl Trinitrate,0206010F0,360,37200
04C,Rabeprazole Sodium,0103050T0,951,37198
05F,Moxonidine,0205020M0,744,37190
99D,Nitrazepam,0401010R0,1426,37179
00P,Alogliptin,0601023AK,1595,37177
99E,Rasagiline Mesilate,0409010Y0,1162,37173
08G,Moxonidine,0205020M0,1163,37171
10K,Naftidrofuryl Oxalate,0206040AE,281,37170
99K,Tibolone,0604011Y0,560,37166
00P,Prucalopride,0106070A0,1690,37164
05C,Propantheline Bromide,0102000Y0,317,37164
02G,Levodopa/Carbidopa/Entacapone,0409010X0,426,37155
07Y,Ondansetron Hydrochloride,0406000S0,1191,37150
08Y,Glimepiride,0601021A0,1047,37146
08A,Phenobarbital,0408010N0,582,37146
06N,Dutasteride,0604020B0,1023,37145
05F,Haloperidol,0402010J0,892,37136
99A,Modafinil,0404000R0,487,37133
01C,Primidone,0408010U0,579,37129
10D,Dipyridamole,0209000L0,485,37125
09H,Dipyridamole,0209000L0,476,37124
07R,Labetalol Hydrochloride,0204000I0,396,37122
05C,Trazodone Hydrochloride,0403010X0,1279,37117
07M,Medroxyprogesterone Acetate,0604012M0,645,37115
02H,Magnesium Oxide,0101010I0,321,37109
09N,Cinnarizine,0406000D0,644,37109
08F,Haloperidol,0402010J0,842,37101
05W,Zuclopenthixol Hydrochloride,0402010T0,280,37100
08E,Clonidine Hydrochloride,0407042F0,332,37098
00L,Lisdexamfetamine Dimesylate,0404000U0,1317,37097
10D,Bisacodyl,0106020C0,633,37097
03M,Lofepramine Hydrochloride,0403010R0,771,37081
01R,Domperidone,0406000J0,550,37077
07X,Colesevelam Hydrochloride,0212000AD,228,37076
15C,Doxepin,0403010L0,925,37076
02Q,Ondansetron Hydrochloride,0406000S0,775,37076
05D,Metoprolol Tartrate,0204000K0,712,37065
08V,Bezafibrate,0212000D0,1362,37065
01J,Amiodarone Hydrochloride,0203020D0,1245,37062
00T,Valsartan with Diuretic,0205052X0,920,37058
02N,Alendronic Acid,0606020A0,8077,37045
RTQ,Donepezil Hydrochloride,0411000D0,1022,37045
09W,Oxcarbazepine,0408010D0,578,37043
04K,Nebivolol,0204000AB,1100,37030
06F,Zolmitriptan,0407041Z0,3571,37028
NDL,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,436,37025
06P,Naftidrofuryl Oxalate,0206040AE,253,37025
06W,Acamprosate Calcium,0410010A0,869,37021
02N,Carvedilol,020400080,749,37020
10C,Metoprolol Tartrate,0204000K0,696,37019
05T,Irbesartan with Diuretic,0205052A0,1005,37016
07J,Clobazam,040801060,1085,37016
07Y,Trihexyphenidyl Hydrochloride,0409020C0,597,37014
99C,Sulpiride,0402010U0,1013,37003
10V,Medroxyprogesterone Acetate,0604012M0,601,37003
06D,Sotalol Hydrochloride,0204000T0,369,36988
10K,Telmisartan,0205052Q0,688,36988
05R,Entacapone,0409010V0,384,36987
01D,Sacubitril/Valsartan,0205052AE,655,36980
00T,Dexamethasone,0603020G0,914,36979
08Y,Tibolone,0604011Y0,591,36978
02A,Lacidipine,0206020K0,1085,36974
08M,Trihexyphenidyl Hydrochloride,0409020C0,1194,36962
05C,Atomoxetine Hydrochloride,0404000S0,1095,36961
NQ7,Codeine Phosphate,0407020C0,1000,36959
08T,Lacosamide,0408010AH,978,36956
00L,Dronedarone Hydrochloride,0203020X0,675,36954
06T,Budesonide,0105020A0,483,36954
04C,Rasagiline Mesilate,0409010Y0,1328,36949
07K,Glimepiride,0601021A0,1223,36946
06M,Ondansetron Hydrochloride,0406000S0,942,36941
03H,Fludrocortisone Acetate,0603010I0,1236,36933
11A,Fluvastatin Sodium,0212000M0,972,36928
01D,Oxcarbazepine,0408010D0,457,36925
02F,Medroxyprogesterone Acetate,0604012M0,590,36923
07X,Sacubitril/Valsartan,0205052AE,919,36918
10A,Losartan Potassium With Diuretic,0205052P0,881,36917
09E,Dutasteride,0604020B0,948,36909
01H,Dapagliflozin,0601023AG,1027,36908
RLY,Memantine Hydrochloride,0411000G0,1180,36900
15D,Propantheline Bromide,0102000Y0,275,36897
12F,Medroxyprogesterone Acetate,0604012M0,598,36886
03Q,Rivastigmine,0411000E0,929,36885
99G,Labetalol Hydrochloride,0204000I0,390,36882
05Q,Desmopressin Acetate,0605020E0,608,36881
