,pct,chemical,chemical_code,total_items,total_tabs_caps,ltc_stablish
5663,R0B,Citalopram Hydrobromide,0403030D0,20.0,385.0,1.0
5664,RY7,Citalopram Hydrobromide,0403030D0,27.0,322.0,1.0
5665,RL4,Citalopram Hydrobromide,0403030D0,11.0,310.0,1.0
5666,NLO,Citalopram Hydrobromide,0403030D0,16.0,295.0,1.0
5667,RJ7,Citalopram Hydrobromide,0403030D0,6.0,294.0,1.0
5668,RXA,Citalopram Hydrobromide,0403030D0,13.0,290.0,1.0
5669,RYF,Citalopram Hydrobromide,0403030D0,25.0,287.0,1.0
5670,NNF,Citalopram Hydrobromide,0403030D0,11.0,280.0,1.0
5671,NWE,Citalopram Hydrobromide,0403030D0,6.0,280.0,1.0
5672,RJ1,Citalopram Hydrobromide,0403030D0,17.0,276.0,1.0
5673,R1F,Citalopram Hydrobromide,0403030D0,25.0,275.0,1.0
5674,RX6,Citalopram Hydrobromide,0403030D0,33.0,267.0,1.0
5675,RXG,Citalopram Hydrobromide,0403030D0,8.0,252.0,1.0
5676,RJ8,Citalopram Hydrobromide,0403030D0,13.0,224.0,1.0
5677,NDA,Citalopram Hydrobromide,0403030D0,13.0,210.0,1.0
5678,AXT,Citalopram Hydrobromide,0403030D0,13.0,205.0,1.0
5679,DXV,Citalopram Hydrobromide,0403030D0,4.0,202.0,1.0
5680,ARF,Citalopram Hydrobromide,0403030D0,14.0,195.0,1.0
5681,NO0,Citalopram Hydrobromide,0403030D0,2.0,168.0,1.0
5682,NVC,Citalopram Hydrobromide,0403030D0,1.0,168.0,1.0
5683,RVW,Citalopram Hydrobromide,0403030D0,5.0,168.0,1.0
5684,AC0,Citalopram Hydrobromide,0403030D0,20.0,168.0,1.0
5685,RYY,Citalopram Hydrobromide,0403030D0,5.0,161.0,1.0
5686,NI3,Citalopram Hydrobromide,0403030D0,6.0,154.0,1.0
5687,NCN,Citalopram Hydrobromide,0403030D0,4.0,147.0,1.0
5688,720,Citalopram Hydrobromide,0403030D0,3.0,140.0,1.0
5689,RTK,Citalopram Hydrobromide,0403030D0,7.0,134.0,1.0
5690,14F,Citalopram Hydrobromide,0403030D0,12.0,130.0,1.0
5691,NLX,Citalopram Hydrobromide,0403030D0,3.0,112.0,1.0
5692,RGQ,Citalopram Hydrobromide,0403030D0,4.0,98.0,1.0
5693,14A,Citalopram Hydrobromide,0403030D0,14.0,98.0,1.0
5694,RNN,Citalopram Hydrobromide,0403030D0,3.0,96.0,1.0
5695,RHA,Citalopram Hydrobromide,0403030D0,8.0,87.0,1.0
5696,RH5,Citalopram Hydrobromide,0403030D0,3.0,84.0,1.0
5697,NL8,Citalopram Hydrobromide,0403030D0,3.0,84.0,1.0
5698,AE8,Citalopram Hydrobromide,0403030D0,6.0,84.0,1.0
5699,RY3,Citalopram Hydrobromide,0403030D0,3.0,84.0,1.0
5700,ARD,Citalopram Hydrobromide,0403030D0,3.0,84.0,1.0
5701,RGR,Citalopram Hydrobromide,0403030D0,3.0,72.0,1.0
5702,NQV,Citalopram Hydrobromide,0403030D0,5.0,71.0,1.0
5703,NDJ,Citalopram Hydrobromide,0403030D0,2.0,70.0,1.0
5704,215,Citalopram Hydrobromide,0403030D0,3.0,70.0,1.0
5705,13V,Citalopram Hydrobromide,0403030D0,7.0,70.0,1.0
5706,DL0,Citalopram Hydrobromide,0403030D0,6.0,63.0,1.0
5707,NQH,Citalopram Hydrobromide,0403030D0,1.0,56.0,1.0
5708,RNA,Citalopram Hydrobromide,0403030D0,2.0,56.0,1.0
5709,RYX,Citalopram Hydrobromide,0403030D0,2.0,56.0,1.0
5710,NQA,Citalopram Hydrobromide,0403030D0,2.0,56.0,1.0
5711,RGP,Citalopram Hydrobromide,0403030D0,2.0,42.0,1.0
5712,R1L,Citalopram Hydrobromide,0403030D0,4.0,42.0,1.0
5713,14E,Citalopram Hydrobromide,0403030D0,2.0,35.0,1.0
5714,AXG,Citalopram Hydrobromide,0403030D0,1.0,30.0,1.0
5715,RXK,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5716,RXM,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5717,RRE,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5718,ACH,Citalopram Hydrobromide,0403030D0,2.0,28.0,1.0
5719,NYG,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5720,DWA,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5721,RBZ,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5722,RCE,Citalopram Hydrobromide,0403030D0,1.0,28.0,1.0
5723,RH8,Citalopram Hydrobromide,0403030D0,2.0,17.0,1.0
5724,NKI,Citalopram Hydrobromide,0403030D0,2.0,14.0,1.0
5725,DMH,Citalopram Hydrobromide,0403030D0,1.0,14.0,1.0
5726,NMS,Citalopram Hydrobromide,0403030D0,1.0,11.0,1.0
5727,14K,Citalopram Hydrobromide,0403030D0,1.0,7.0,1.0
5728,RQX,Citalopram Hydrobromide,0403030D0,1.0,7.0,1.0
5729,RYK,Citalopram Hydrobromide,0403030D0,1.0,7.0,1.0
5730,06H,Lisinopril,0205051L0,365168.0,11646721.0,1.0
5731,11N,Lisinopril,0205051L0,299441.0,9680310.0,1.0
5732,13T,Lisinopril,0205051L0,260346.0,8576108.0,1.0
5733,15N,Lisinopril,0205051L0,216382.0,8519632.0,1.0
5734,10Q,Lisinopril,0205051L0,176085.0,6740067.0,1.0
5735,15E,Lisinopril,0205051L0,114669.0,5187822.0,1.0
5736,01H,Lisinopril,0205051L0,147331.0,5092200.0,1.0
5737,00P,Lisinopril,0205051L0,170114.0,5077102.0,1.0
5738,15M,Lisinopril,0205051L0,113249.0,5015888.0,1.0
5739,02H,Lisinopril,0205051L0,105918.0,4574139.0,1.0
5740,15C,Lisinopril,0205051L0,102953.0,4351732.0,1.0
5741,14Y,Lisinopril,0205051L0,101742.0,4279651.0,1.0
5742,00J,Lisinopril,0205051L0,122156.0,3983778.0,1.0
5743,00D,Lisinopril,0205051L0,125449.0,3705378.0,1.0
5744,00M,Lisinopril,0205051L0,102506.0,3566903.0,1.0
5745,99J,Lisinopril,0205051L0,104189.0,3509039.0,1.0
5746,99N,Lisinopril,0205051L0,89306.0,3500557.0,1.0
5747,00L,Lisinopril,0205051L0,109896.0,3470576.0,1.0
5748,11X,Lisinopril,0205051L0,85891.0,3356554.0,1.0
5749,01W,Lisinopril,0205051L0,86279.0,3202511.0,1.0
5750,04V,Lisinopril,0205051L0,89563.0,3152450.0,1.0
5751,12D,Lisinopril,0205051L0,88187.0,3130409.0,1.0
5752,01G,Lisinopril,0205051L0,90015.0,3013318.0,1.0
5753,06N,Lisinopril,0205051L0,71695.0,2958524.0,1.0
5754,11J,Lisinopril,0205051L0,68685.0,2947307.0,1.0
5755,06F,Lisinopril,0205051L0,82391.0,2932636.0,1.0
5756,11M,Lisinopril,0205051L0,82377.0,2839660.0,1.0
5757,15A,Lisinopril,0205051L0,71751.0,2800483.0,1.0
5758,99C,Lisinopril,0205051L0,77720.0,2715092.0,1.0
5759,14L,Lisinopril,0205051L0,75738.0,2708067.0,1.0
5760,03D,Lisinopril,0205051L0,82689.0,2647705.0,1.0
5761,15F,Lisinopril,0205051L0,64137.0,2614707.0,1.0
5762,05L,Lisinopril,0205051L0,64845.0,2605840.0,1.0
5763,09W,Lisinopril,0205051L0,61159.0,2562272.0,1.0
5764,03W,Lisinopril,0205051L0,66225.0,2495517.0,1.0
5765,06K,Lisinopril,0205051L0,75386.0,2482014.0,1.0
5766,06T,Lisinopril,0205051L0,79911.0,2476012.0,1.0
5767,03Q,Lisinopril,0205051L0,68193.0,2453866.0,1.0
5768,06M,Lisinopril,0205051L0,57832.0,2414398.0,1.0
5769,15D,Lisinopril,0205051L0,53510.0,2405331.0,1.0
5770,07N,Lisinopril,0205051L0,53756.0,2390012.0,1.0
5771,09G,Lisinopril,0205051L0,55828.0,2323040.0,1.0
5772,08F,Lisinopril,0205051L0,54633.0,2296342.0,1.0
5773,04C,Lisinopril,0205051L0,65968.0,2284387.0,1.0
5774,00K,Lisinopril,0205051L0,58364.0,2242410.0,1.0
5775,02P,Lisinopril,0205051L0,71008.0,2225922.0,1.0
5776,10L,Lisinopril,0205051L0,57054.0,2214311.0,1.0
5777,00N,Lisinopril,0205051L0,56777.0,2099977.0,1.0
5778,02A,Lisinopril,0205051L0,56182.0,2077863.0,1.0
5779,99A,Lisinopril,0205051L0,55569.0,2047590.0,1.0
5780,05A,Lisinopril,0205051L0,58232.0,1946660.0,1.0
5781,02Y,Lisinopril,0205051L0,57227.0,1919774.0,1.0
5782,05C,Lisinopril,0205051L0,38173.0,1913802.0,1.0
5783,08A,Lisinopril,0205051L0,44323.0,1910900.0,1.0
5784,05N,Lisinopril,0205051L0,50517.0,1882188.0,1.0
5785,07H,Lisinopril,0205051L0,56220.0,1872096.0,1.0
5786,03N,Lisinopril,0205051L0,56951.0,1866143.0,1.0
5787,01Y,Lisinopril,0205051L0,44510.0,1859407.0,1.0
5788,04G,Lisinopril,0205051L0,61889.0,1841364.0,1.0
5789,07X,Lisinopril,0205051L0,50640.0,1823676.0,1.0
5790,01C,Lisinopril,0205051L0,49443.0,1822487.0,1.0
5791,07V,Lisinopril,0205051L0,41876.0,1785676.0,1.0
5792,07K,Lisinopril,0205051L0,59020.0,1779000.0,1.0
5793,01K,Lisinopril,0205051L0,50897.0,1776805.0,1.0
5794,11E,Lisinopril,0205051L0,47545.0,1741738.0,1.0
5795,12F,Lisinopril,0205051L0,44151.0,1728521.0,1.0
5796,10A,Lisinopril,0205051L0,37661.0,1725933.0,1.0
5797,08D,Lisinopril,0205051L0,49565.0,1710035.0,1.0
5798,01A,Lisinopril,0205051L0,46478.0,1708521.0,1.0
5799,03R,Lisinopril,0205051L0,41122.0,1672933.0,1.0
5800,02F,Lisinopril,0205051L0,38766.0,1647296.0,1.0
5801,00C,Lisinopril,0205051L0,43700.0,1618797.0,1.0
5802,03M,Lisinopril,0205051L0,49350.0,1611651.0,1.0
5803,03F,Lisinopril,0205051L0,48700.0,1597433.0,1.0
5804,06Y,Lisinopril,0205051L0,49814.0,1577066.0,1.0
5805,05R,Lisinopril,0205051L0,46485.0,1574425.0,1.0
5806,06V,Lisinopril,0205051L0,51172.0,1513699.0,1.0
5807,08N,Lisinopril,0205051L0,34715.0,1485584.0,1.0
5808,06L,Lisinopril,0205051L0,42308.0,1452094.0,1.0
5809,05X,Lisinopril,0205051L0,27670.0,1439292.0,1.0
5810,06W,Lisinopril,0205051L0,34487.0,1433561.0,1.0
5811,02X,Lisinopril,0205051L0,41671.0,1420728.0,1.0
5812,09C,Lisinopril,0205051L0,35335.0,1419513.0,1.0
5813,09E,Lisinopril,0205051L0,30663.0,1391189.0,1.0
5814,02E,Lisinopril,0205051L0,31153.0,1372793.0,1.0
5815,05H,Lisinopril,0205051L0,46085.0,1368993.0,1.0
5816,00Y,Lisinopril,0205051L0,33726.0,1357518.0,1.0
5817,99E,Lisinopril,0205051L0,28899.0,1352169.0,1.0
5818,01X,Lisinopril,0205051L0,32089.0,1260958.0,1.0
5819,03L,Lisinopril,0205051L0,36141.0,1257288.0,1.0
5820,01D,Lisinopril,0205051L0,28203.0,1244717.0,1.0
5821,09J,Lisinopril,0205051L0,29287.0,1213096.0,1.0
5822,06D,Lisinopril,0205051L0,23326.0,1202165.0,1.0
5823,99F,Lisinopril,0205051L0,24413.0,1201517.0,1.0
5824,11A,Lisinopril,0205051L0,27072.0,1180065.0,1.0
5825,03T,Lisinopril,0205051L0,40529.0,1167287.0,1.0
5826,99D,Lisinopril,0205051L0,44078.0,1165279.0,1.0
5827,99H,Lisinopril,0205051L0,23245.0,1156613.0,1.0
5828,08V,Lisinopril,0205051L0,42141.0,1145699.0,1.0
5829,10E,Lisinopril,0205051L0,29516.0,1137428.0,1.0
5830,02N,Lisinopril,0205051L0,28304.0,1133052.0,1.0
5831,08E,Lisinopril,0205051L0,25925.0,1122096.0,1.0
5832,07Y,Lisinopril,0205051L0,29665.0,1115362.0,1.0
5833,07G,Lisinopril,0205051L0,31522.0,1101102.0,1.0
5834,09F,Lisinopril,0205051L0,24486.0,1085373.0,1.0
5835,09Y,Lisinopril,0205051L0,21422.0,1083129.0,1.0
5836,02D,Lisinopril,0205051L0,34999.0,1077516.0,1.0
5837,07W,Lisinopril,0205051L0,28973.0,1075570.0,1.0
5838,06Q,Lisinopril,0205051L0,33213.0,1066046.0,1.0
5839,08G,Lisinopril,0205051L0,26996.0,1053749.0,1.0
5840,00T,Lisinopril,0205051L0,25993.0,1044318.0,1.0
5841,07J,Lisinopril,0205051L0,35105.0,1041107.0,1.0
5842,09X,Lisinopril,0205051L0,18835.0,1033718.0,1.0
5843,00X,Lisinopril,0205051L0,24892.0,1021711.0,1.0
5844,01F,Lisinopril,0205051L0,25273.0,1004315.0,1.0
5845,07T,Lisinopril,0205051L0,22903.0,999542.0,1.0
5846,02R,Lisinopril,0205051L0,25470.0,993070.0,1.0
5847,08W,Lisinopril,0205051L0,21293.0,991141.0,1.0
5848,05T,Lisinopril,0205051L0,27005.0,988515.0,1.0
5849,01R,Lisinopril,0205051L0,24492.0,975676.0,1.0
5850,07Q,Lisinopril,0205051L0,16915.0,944973.0,1.0
5851,07L,Lisinopril,0205051L0,26892.0,913523.0,1.0
5852,10D,Lisinopril,0205051L0,20433.0,874912.0,1.0
5853,05Y,Lisinopril,0205051L0,17401.0,864706.0,1.0
5854,04F,Lisinopril,0205051L0,16589.0,861073.0,1.0
5855,03E,Lisinopril,0205051L0,24084.0,852533.0,1.0
5856,99M,Lisinopril,0205051L0,17085.0,852427.0,1.0
5857,08X,Lisinopril,0205051L0,25659.0,829294.0,1.0
5858,10J,Lisinopril,0205051L0,18259.0,805641.0,1.0
5859,08K,Lisinopril,0205051L0,23522.0,801761.0,1.0
5860,07P,Lisinopril,0205051L0,18816.0,781138.0,1.0
5861,04Q,Lisinopril,0205051L0,26323.0,775866.0,1.0
5862,08H,Lisinopril,0205051L0,14948.0,742880.0,1.0
5863,00V,Lisinopril,0205051L0,18434.0,738267.0,1.0
5864,07M,Lisinopril,0205051L0,17108.0,723203.0,1.0
5865,09L,Lisinopril,0205051L0,14144.0,717414.0,1.0
5866,04E,Lisinopril,0205051L0,23965.0,709286.0,1.0
5867,08T,Lisinopril,0205051L0,20250.0,708828.0,1.0
5868,08L,Lisinopril,0205051L0,12864.0,704907.0,1.0
5869,08C,Lisinopril,0205051L0,19736.0,677881.0,1.0
5870,05G,Lisinopril,0205051L0,17743.0,666141.0,1.0
5871,05D,Lisinopril,0205051L0,19681.0,661325.0,1.0
5872,08Y,Lisinopril,0205051L0,13980.0,649665.0,1.0
5873,08R,Lisinopril,0205051L0,15716.0,646762.0,1.0
5874,08Q,Lisinopril,0205051L0,16975.0,624217.0,1.0
5875,04K,Lisinopril,0205051L0,15035.0,615025.0,1.0
5876,99K,Lisinopril,0205051L0,14105.0,599142.0,1.0
5877,06P,Lisinopril,0205051L0,11808.0,587529.0,1.0
5878,02M,Lisinopril,0205051L0,17952.0,581735.0,1.0
5879,08J,Lisinopril,0205051L0,14061.0,579988.0,1.0
5880,07R,Lisinopril,0205051L0,10387.0,558701.0,1.0
5881,08M,Lisinopril,0205051L0,19696.0,548924.0,1.0
5882,05Q,Lisinopril,0205051L0,13126.0,536516.0,1.0
5883,01E,Lisinopril,0205051L0,14371.0,531697.0,1.0
5884,02W,Lisinopril,0205051L0,16521.0,521777.0,1.0
5885,03A,Lisinopril,0205051L0,12694.0,519655.0,1.0
5886,05W,Lisinopril,0205051L0,12554.0,517634.0,1.0
5887,00Q,Lisinopril,0205051L0,13377.0,510694.0,1.0
5888,04D,Lisinopril,0205051L0,17011.0,509981.0,1.0
5889,01J,Lisinopril,0205051L0,15384.0,509033.0,1.0
5890,05F,Lisinopril,0205051L0,13981.0,497802.0,1.0
5891,03H,Lisinopril,0205051L0,14916.0,493653.0,1.0
5892,02G,Lisinopril,0205051L0,12621.0,489366.0,1.0
5893,99G,Lisinopril,0205051L0,9893.0,482127.0,1.0
5894,09H,Lisinopril,0205051L0,11466.0,474494.0,1.0
5895,09A,Lisinopril,0205051L0,10720.0,463493.0,1.0
5896,09P,Lisinopril,0205051L0,11408.0,459814.0,1.0
5897,03K,Lisinopril,0205051L0,15133.0,458907.0,1.0
5898,06A,Lisinopril,0205051L0,11212.0,454782.0,1.0
5899,02T,Lisinopril,0205051L0,9736.0,388113.0,1.0
5900,10V,Lisinopril,0205051L0,7827.0,386640.0,1.0
5901,09D,Lisinopril,0205051L0,8175.0,384947.0,1.0
5902,09N,Lisinopril,0205051L0,8291.0,373316.0,1.0
5903,10K,Lisinopril,0205051L0,6937.0,363570.0,1.0
5904,01V,Lisinopril,0205051L0,10180.0,357184.0,1.0
5905,05J,Lisinopril,0205051L0,7060.0,349015.0,1.0
5906,04H,Lisinopril,0205051L0,9997.0,347080.0,1.0
5907,05V,Lisinopril,0205051L0,7623.0,321938.0,1.0
5908,04L,Lisinopril,0205051L0,7177.0,311865.0,1.0
5909,08P,Lisinopril,0205051L0,8602.0,306390.0,1.0
5910,01T,Lisinopril,0205051L0,8980.0,305081.0,1.0
5911,02Q,Lisinopril,0205051L0,9198.0,294094.0,1.0
5912,04N,Lisinopril,0205051L0,8061.0,285701.0,1.0
5913,10C,Lisinopril,0205051L0,6287.0,275836.0,1.0
5914,03J,Lisinopril,0205051L0,6947.0,271375.0,1.0
5915,00R,Lisinopril,0205051L0,8071.0,257270.0,1.0
5916,04Y,Lisinopril,0205051L0,5805.0,255573.0,1.0
5917,10R,Lisinopril,0205051L0,4721.0,249585.0,1.0
5918,04M,Lisinopril,0205051L0,4995.0,247128.0,1.0
5919,10X,Lisinopril,0205051L0,3613.0,184181.0,1.0
5920,03V,Lisinopril,0205051L0,5518.0,172936.0,1.0
5921,RRF,Lisinopril,0205051L0,37.0,1192.0,1.0
5922,RNU,Lisinopril,0205051L0,32.0,835.0,1.0
5923,112,Lisinopril,0205051L0,28.0,784.0,1.0
5924,NQ7,Lisinopril,0205051L0,29.0,779.0,1.0
5925,RTD,Lisinopril,0205051L0,23.0,644.0,1.0
5926,RYY,Lisinopril,0205051L0,23.0,644.0,1.0
5927,RVW,Lisinopril,0205051L0,19.0,616.0,1.0
5928,RFR,Lisinopril,0205051L0,11.0,532.0,1.0
5929,RY8,Lisinopril,0205051L0,19.0,525.0,1.0
5930,R1F,Lisinopril,0205051L0,21.0,524.0,1.0
5931,RY2,Lisinopril,0205051L0,35.0,477.0,1.0
5932,RPG,Lisinopril,0205051L0,16.0,476.0,1.0
5933,R0B,Lisinopril,0205051L0,24.0,462.0,1.0
5934,NBF,Lisinopril,0205051L0,12.0,347.0,1.0
5935,RY4,Lisinopril,0205051L0,19.0,345.0,1.0
5936,NTP,Lisinopril,0205051L0,35.0,341.0,1.0
5937,RJ8,Lisinopril,0205051L0,9.0,336.0,1.0
5938,RWX,Lisinopril,0205051L0,19.0,333.0,1.0
5939,RN3,Lisinopril,0205051L0,8.0,280.0,1.0
5940,RTR,Lisinopril,0205051L0,9.0,252.0,1.0
5941,RY7,Lisinopril,0205051L0,10.0,241.0,1.0
5942,RTQ,Lisinopril,0205051L0,34.0,233.0,1.0
5943,NDL,Lisinopril,0205051L0,9.0,231.0,1.0
5944,DR3,Lisinopril,0205051L0,2.0,224.0,1.0
5945,RJ1,Lisinopril,0205051L0,5.0,217.0,1.0
5946,NW0,Lisinopril,0205051L0,11.0,207.0,1.0
5947,NLO,Lisinopril,0205051L0,9.0,199.0,1.0
5948,RCD,Lisinopril,0205051L0,9.0,199.0,1.0
5949,RGQ,Lisinopril,0205051L0,4.0,196.0,1.0
5950,RYW,Lisinopril,0205051L0,6.0,196.0,1.0
5951,RRE,Lisinopril,0205051L0,5.0,182.0,1.0
5952,NR3,Lisinopril,0205051L0,6.0,168.0,1.0
5953,NKB,Lisinopril,0205051L0,10.0,118.0,1.0
5954,NI3,Lisinopril,0205051L0,3.0,112.0,1.0
5955,215,Lisinopril,0205051L0,2.0,112.0,1.0
5956,RY6,Lisinopril,0205051L0,6.0,112.0,1.0
5957,RY5,Lisinopril,0205051L0,7.0,99.0,1.0
5958,NVE,Lisinopril,0205051L0,10.0,93.0,1.0
5959,RNN,Lisinopril,0205051L0,4.0,91.0,1.0
5960,NDA,Lisinopril,0205051L0,2.0,88.0,1.0
5961,RRU,Lisinopril,0205051L0,10.0,86.0,1.0
5962,RJ7,Lisinopril,0205051L0,2.0,86.0,1.0
5963,RCB,Lisinopril,0205051L0,3.0,84.0,1.0
5964,720,Lisinopril,0205051L0,2.0,84.0,1.0
5965,NTV,Lisinopril,0205051L0,4.0,84.0,1.0
5966,AD9,Lisinopril,0205051L0,4.0,70.0,1.0
5967,RCF,Lisinopril,0205051L0,3.0,63.0,1.0
5968,RLY,Lisinopril,0205051L0,1.0,60.0,1.0
5969,RM1,Lisinopril,0205051L0,2.0,60.0,1.0
5970,NR5,Lisinopril,0205051L0,3.0,60.0,1.0
5971,AXT,Lisinopril,0205051L0,2.0,58.0,1.0
5972,RL4,Lisinopril,0205051L0,2.0,56.0,1.0
5973,RQ6,Lisinopril,0205051L0,2.0,56.0,1.0
5974,RJ2,Lisinopril,0205051L0,2.0,56.0,1.0
5975,NV1,Lisinopril,0205051L0,2.0,56.0,1.0
5976,RX6,Lisinopril,0205051L0,14.0,48.0,1.0
5977,NNF,Lisinopril,0205051L0,2.0,42.0,1.0
5978,RHA,Lisinopril,0205051L0,1.0,42.0,1.0
5979,R1A,Lisinopril,0205051L0,2.0,35.0,1.0
5980,14A,Lisinopril,0205051L0,2.0,35.0,1.0
5981,AC0,Lisinopril,0205051L0,2.0,31.0,1.0
5982,RA9,Lisinopril,0205051L0,1.0,30.0,1.0
5983,NDJ,Lisinopril,0205051L0,1.0,28.0,1.0
5984,DAY,Lisinopril,0205051L0,1.0,28.0,1.0
5985,RTV,Lisinopril,0205051L0,1.0,28.0,1.0
5986,RNA,Lisinopril,0205051L0,1.0,28.0,1.0
5987,RXG,Lisinopril,0205051L0,1.0,28.0,1.0
5988,RXA,Lisinopril,0205051L0,1.0,28.0,1.0
5989,RE9,Lisinopril,0205051L0,1.0,14.0,1.0
5990,RY3,Lisinopril,0205051L0,1.0,14.0,1.0
5991,R1L,Lisinopril,0205051L0,1.0,14.0,1.0
5992,RYF,Lisinopril,0205051L0,2.0,14.0,1.0
5993,RTK,Lisinopril,0205051L0,1.0,14.0,1.0
5994,13V,Lisinopril,0205051L0,1.0,7.0,1.0
5995,NL8,Lisinopril,0205051L0,1.0,7.0,1.0
5996,14K,Lisinopril,0205051L0,1.0,7.0,1.0
5997,RYG,Lisinopril,0205051L0,1.0,7.0,1.0
5998,14F,Lisinopril,0205051L0,1.0,4.0,1.0
5999,NMS,Lisinopril,0205051L0,1.0,2.0,1.0
6572,15N,Gliclazide,0601021M0,156205.0,10940208.0,1.0
6573,15E,Gliclazide,0601021M0,125469.0,10103808.0,1.0
6574,15M,Gliclazide,0601021M0,129348.0,9905157.0,1.0
6575,06H,Gliclazide,0601021M0,110383.0,6937232.0,1.0
6576,15F,Gliclazide,0601021M0,105225.0,6703549.0,1.0
6577,15C,Gliclazide,0601021M0,95206.0,6377129.0,1.0
6578,07W,Gliclazide,0601021M0,90664.0,5998423.0,1.0
6579,10Q,Gliclazide,0601021M0,85022.0,5722843.0,1.0
6580,07P,Gliclazide,0601021M0,75347.0,5500266.0,1.0
6581,15D,Gliclazide,0601021M0,68909.0,5247614.0,1.0
6582,06F,Gliclazide,0601021M0,65525.0,5167912.0,1.0
6583,11X,Gliclazide,0601021M0,61148.0,4944974.0,1.0
6584,05L,Gliclazide,0601021M0,69234.0,4903128.0,1.0
6585,13T,Gliclazide,0601021M0,93280.0,4851542.0,1.0
6586,06N,Gliclazide,0601021M0,70025.0,4763361.0,1.0
6587,11J,Gliclazide,0601021M0,61439.0,4671212.0,1.0
6588,07X,Gliclazide,0601021M0,69465.0,4635052.0,1.0
6589,05W,Gliclazide,0601021M0,62632.0,4525838.0,1.0
6590,04C,Gliclazide,0601021M0,65925.0,4521431.0,1.0
6591,99N,Gliclazide,0601021M0,60013.0,4498646.0,1.0
6592,03N,Gliclazide,0601021M0,73083.0,4477167.0,1.0
6593,04G,Gliclazide,0601021M0,80123.0,4456699.0,1.0
6594,00L,Gliclazide,0601021M0,67808.0,4397833.0,1.0
6595,11M,Gliclazide,0601021M0,74598.0,4382086.0,1.0
6596,08V,Gliclazide,0601021M0,86560.0,4263364.0,1.0
6597,14Y,Gliclazide,0601021M0,51146.0,4243316.0,1.0
6598,08M,Gliclazide,0601021M0,80063.0,4210435.0,1.0
6599,14L,Gliclazide,0601021M0,66937.0,3995247.0,1.0
6600,07V,Gliclazide,0601021M0,51528.0,3963403.0,1.0
6601,08D,Gliclazide,0601021M0,67563.0,3955232.0,1.0
6602,04K,Gliclazide,0601021M0,47855.0,3954602.0,1.0
6603,06K,Gliclazide,0601021M0,70476.0,3909644.0,1.0
6604,11N,Gliclazide,0601021M0,60035.0,3898944.0,1.0
6605,08K,Gliclazide,0601021M0,67061.0,3765739.0,1.0
6606,03R,Gliclazide,0601021M0,46745.0,3753124.0,1.0
6607,08E,Gliclazide,0601021M0,48992.0,3710211.0,1.0
6608,01H,Gliclazide,0601021M0,47953.0,3537453.0,1.0
6609,06T,Gliclazide,0601021M0,54515.0,3488926.0,1.0
6610,06P,Gliclazide,0601021M0,34565.0,3407179.0,1.0
6611,08Q,Gliclazide,0601021M0,53512.0,3310797.0,1.0
6612,08A,Gliclazide,0601021M0,40067.0,3268198.0,1.0
6613,07M,Gliclazide,0601021M0,44419.0,3096966.0,1.0
6614,99J,Gliclazide,0601021M0,52065.0,3088700.0,1.0
6615,05A,Gliclazide,0601021M0,50664.0,3057040.0,1.0
6616,04V,Gliclazide,0601021M0,45272.0,3041864.0,1.0
6617,01K,Gliclazide,0601021M0,43492.0,3040451.0,1.0
6618,08G,Gliclazide,0601021M0,42675.0,2970943.0,1.0
6619,01A,Gliclazide,0601021M0,43851.0,2908803.0,1.0
6620,06M,Gliclazide,0601021M0,33879.0,2827580.0,1.0
6621,99C,Gliclazide,0601021M0,46238.0,2824662.0,1.0
6622,12D,Gliclazide,0601021M0,43525.0,2822496.0,1.0
6623,08W,Gliclazide,0601021M0,34897.0,2789563.0,1.0
6624,11A,Gliclazide,0601021M0,36001.0,2760190.0,1.0
6625,02H,Gliclazide,0601021M0,34379.0,2740925.0,1.0
6626,06L,Gliclazide,0601021M0,39710.0,2672020.0,1.0
6627,05C,Gliclazide,0601021M0,34103.0,2669497.0,1.0
6628,06Q,Gliclazide,0601021M0,45484.0,2657573.0,1.0
6629,05G,Gliclazide,0601021M0,36014.0,2627511.0,1.0
6630,07T,Gliclazide,0601021M0,30363.0,2614227.0,1.0
6631,07Q,Gliclazide,0601021M0,25572.0,2601088.0,1.0
6632,99A,Gliclazide,0601021M0,42357.0,2566382.0,1.0
6633,03T,Gliclazide,0601021M0,43927.0,2556143.0,1.0
6634,08L,Gliclazide,0601021M0,26084.0,2553203.0,1.0
6635,08N,Gliclazide,0601021M0,36709.0,2510425.0,1.0
6636,07H,Gliclazide,0601021M0,39771.0,2488615.0,1.0
6637,03Q,Gliclazide,0601021M0,34335.0,2474789.0,1.0
6638,08X,Gliclazide,0601021M0,48884.0,2473778.0,1.0
6639,00M,Gliclazide,0601021M0,38113.0,2467757.0,1.0
6640,00P,Gliclazide,0601021M0,54350.0,2457162.0,1.0
6641,04F,Gliclazide,0601021M0,28136.0,2452518.0,1.0
6642,05N,Gliclazide,0601021M0,32765.0,2433336.0,1.0
6643,07Y,Gliclazide,0601021M0,41893.0,2406521.0,1.0
